date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:34:27	1611334/1611334	---M--	200	added ('OK')	image/jpeg	etag:%22189646-5d8ec003fed86%22	http://ajeer-documents.ddns.net/img/Ajer3_3.jpg	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/img/Ajer3_3.jpg	(from http://ajeer-documents.ddns.net/Homes.html)
17:34:30	212770/212770	---M--	200	added ('OK')	text/html	etag:%2233f22-5d8ebc27d0935%22	http://ajeer-documents.ddns.net/img/Ajer6.jfif	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/img/Ajer6.html	(from http://ajeer-documents.ddns.net/Homes.html)
17:34:33	16475/16475	---M--	200	added ('OK')	image/png	etag:%22405b-5dc7d3da48a05%22	http://ajeer-documents.ddns.net/img/minster.png	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/img/minster.png	(from http://ajeer-documents.ddns.net/Homes.html)
17:34:33	940/940	---M--	200	added ('OK')	image/svg+xml	etag:%223ac-5dc77f958bbaf%22	http://ajeer-documents.ddns.net/img/hiring.svg	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/img/hiring.svg	(from http://ajeer-documents.ddns.net/Homes.html)
17:34:34	2855/2855	---M--	200	added ('OK')	image/svg+xml	etag:%22b27-5dc77ed1cbb98%22	http://ajeer-documents.ddns.net/img/laborers.svg	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/img/laborers.svg	(from http://ajeer-documents.ddns.net/Homes.html)
17:34:35	3698/3698	---M--	200	added ('OK')	image/svg+xml	etag:%22e72-5dc7867fb93c8%22	http://ajeer-documents.ddns.net/img/hand_coin.svg	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/img/hand_coin.svg	(from http://ajeer-documents.ddns.net/Homes.html)
17:34:39	1711/1711	---M--	200	added ('OK')	image/svg+xml	etag:%226af-5dc788bf94451%22	http://ajeer-documents.ddns.net/img/files.svg	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/img/files.svg	(from http://ajeer-documents.ddns.net/Homes.html)
17:34:45	33643/33643	---M--	200	added ('OK')	image/png	etag:%22836b-5dc7d5d1d5382%22	http://ajeer-documents.ddns.net/img/takamo.png	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/img/takamo.png	(from http://ajeer-documents.ddns.net/Homes.html)
17:34:54	81698/81698	---M--	200	added ('OK')	image/png	etag:%2213f22-5dc7d77e508bc%22	http://ajeer-documents.ddns.net/img/Tamken.png	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/img/Tamken.png	(from http://ajeer-documents.ddns.net/Homes.html)
17:35:04	48545/48545	---M--	200	added ('OK')	image/png	etag:%22bda1-5d8afc1f56e59%22	http://ajeer-documents.ddns.net/img/footerLogo.png	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/img/footerLogo.png	(from http://ajeer-documents.ddns.net/Homes.html)
17:35:06	253/253	---M--	200	added ('OK')	application/javascript	etag:%22fd-5e79c9c8611e5%22	http://ajeer-documents.ddns.net/javascript/loading.js	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/javascript/loading.js	(from http://ajeer-documents.ddns.net/Homes.html)
17:35:13	5509/5509	---M--	200	added ('OK')	text/html	date:Sat,%2010%20Sep%202022%2000:35:07%20GMT	http://ajeer-documents.ddns.net/main.php	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/main.html	(from http://ajeer-documents.ddns.net/Homes.html)
17:35:15	799/799	---M--	200	added ('OK')	application/javascript	etag:%2231f-5e79d38ed5600%22	http://ajeer-documents.ddns.net/javascript/sideBar.js	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/javascript/sideBar.js	(from http://ajeer-documents.ddns.net/Homes.html)
17:35:16	368/368	---M--	200	added ('OK')	application/javascript	etag:%22170-5d8ffd49b3a49%22	http://ajeer-documents.ddns.net/javascript/slideShowImage.js	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/javascript/slideShowImage.js	(from http://ajeer-documents.ddns.net/Homes.html)
17:35:18	593/593	---M--	200	added ('OK')	application/javascript	etag:%22251-5d9186b39e3c8%22	http://ajeer-documents.ddns.net/javascript/stop.js	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/javascript/stop.js	(from http://ajeer-documents.ddns.net/Homes.html)
17:35:22	19584/19584	---M--	200	added ('OK')	image/png	etag:%224c80-5d8af9ddcd667%22	http://ajeer-documents.ddns.net/img/bg.png	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/img/bg.png	(from http://ajeer-documents.ddns.net/Asset/style.css)
17:35:23	377/377	---M--	200	added ('OK')	image/svg+xml	etag:%22179-5dc78a2b68193%22	http://ajeer-documents.ddns.net/img/green-landing.svg	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/img/green-landing.svg	(from http://ajeer-documents.ddns.net/Asset/style.css)
17:35:24	310/310	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2010%20Sep%202022%2000:35:24%20GMT	http://ajeer-documents.ddns.net/contactus.html	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/contactus-2.html	(from http://ajeer-documents.ddns.net/termsAndCondition.html)
17:35:27	2078295/2078295	---M--	200	added ('OK')	image/jpeg	etag:%221fb657-5d8ebefc1bb99%22	http://ajeer-documents.ddns.net/img/Ajer2_2.jpg	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/img/Ajer2_2.jpg	(from http://ajeer-documents.ddns.net/Homes.html)
17:35:29	315428/315428	---M--	200	added ('OK')	image/png	etag:%224d024-5d97b4c48a814%22	http://ajeer-documents.ddns.net/img/roya.png	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/img/roya.png	(from http://ajeer-documents.ddns.net/Homes.html)
17:35:38	2362609/2362609	---M--	200	added ('OK')	image/jpeg	etag:%22240cf1-5d8ebdb69002b%22	http://ajeer-documents.ddns.net/img/Ajer1_1.jpg	C:/Users/windows10/Desktop/ajeer/ajeer-documents.ddns.net/img/Ajer1_1.jpg	(from http://ajeer-documents.ddns.net/Homes.html)
